source,source_id,original_key,building_name,normalized_name,address,district,grade,year_built,building_key,matches_json,midland_id,centanet_id,midland_original_key,centanet_original_key
midland,B000007527,B000007527,Wang Lung Industrial Building,wang lung industrial building,11 Lung Tak Street,,,,MD_B000007527,"{""centanet"": {""id"": ""aefd570b-35b7-43b6-8f28-7541a80348cf"", ""original_key"": ""aefd570b-35b7-43b6-8f28-7541a80348cf"", ""score"": 76.6, ""building_name"": ""Sum Lung Industrial Building"", ""address"": ""11 Sun Yip Street"", ""original_record"": {""queriedDistrict"": ""Chai Wan"", ""queriedCode"": ""WS012"", ""propertyID"": ""aefd570b-35b7-43b6-8f28-7541a80348cf"", ""buildingNameEn"": ""Sum Lung Industrial Building"", ""address"": ""11 Sun Yip Street"", ""developers"": NaN, ""opDateDisplayName"": ""1975 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Chai Wan"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 7, ""rentCount"": 0, ""transCount"": 0}}}",,aefd570b-35b7-43b6-8f28-7541a80348cf,,aefd570b-35b7-43b6-8f28-7541a80348cf
midland,B000024934,B000024934,Wing Hang Industrial Building,wing hang industrial building,13-29 Kwai Hei Street,,,,MD_B000024934,"{""centanet"": {""id"": ""b30169bd-2b95-4a9f-a7a5-5190e40334db"", ""original_key"": ""b30169bd-2b95-4a9f-a7a5-5190e40334db"", ""score"": 90.0, ""building_name"": ""Wing Hang Industrial Building"", ""address"": ""13-29 Kwai Hei Street"", ""original_record"": {""queriedDistrict"": ""Kwai Chung"", ""queriedCode"": ""WS042"", ""propertyID"": ""b30169bd-2b95-4a9f-a7a5-5190e40334db"", ""buildingNameEn"": ""Wing Hang Industrial Building"", ""address"": ""13-29 Kwai Hei Street"", ""developers"": ""Hang Lung Properties Limited"", ""opDateDisplayName"": ""1983 Year"", ""floorDisplayName"": ""16 Floor(s)"", ""districtNameEn"": ""Kwai Chung"", ""zoneEn"": ""New Territories"", ""sellCount"": 1, ""rentCount"": 0, ""transCount"": 8}}}",,b30169bd-2b95-4a9f-a7a5-5190e40334db,,b30169bd-2b95-4a9f-a7a5-5190e40334db
midland,B000024939,B000024939,Wing Hing Industrial Building,wing hing industrial building,83-93 Chai Wan Kok Street,,,,MD_B000024939,"{""centanet"": {""id"": ""8e3fe4ef-3387-4de0-a9fb-a56f09475e4b"", ""original_key"": ""8e3fe4ef-3387-4de0-a9fb-a56f09475e4b"", ""score"": 78.4, ""building_name"": ""Sang Hing Industrial Building"", ""address"": ""81-83 Ta Chuen Ping Street"", ""original_record"": {""queriedDistrict"": ""Kwai Chung"", ""queriedCode"": ""WS042"", ""propertyID"": ""8e3fe4ef-3387-4de0-a9fb-a56f09475e4b"", ""buildingNameEn"": ""Sang Hing Industrial Building"", ""address"": ""81-83 Ta Chuen Ping Street"", ""developers"": NaN, ""opDateDisplayName"": ""1978 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Kwai Chung"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 0}}}",,8e3fe4ef-3387-4de0-a9fb-a56f09475e4b,,8e3fe4ef-3387-4de0-a9fb-a56f09475e4b
midland,B000019213,B000019213,Goodman Tuen Mun Distribution Centre Block One,goodman tuen mun distribution center block one,3a Hung Cheung Road,,,,MD_B000019213,{},,,,
midland,B000069877,B000069877,Goodman Tuen Mun Distribution Centre Block Two,goodman tuen mun distribution center block two,3a Hung Cheung Road,,,,MD_B000069877,{},,,,
midland,B000059652,B000059652,Goodman Western Plaza,goodman western plaza,2 Tin Hau Road & 3 San On Street,,,,MD_B000059652,"{""centanet"": {""id"": ""95ca8851-b5b4-4a73-98fe-b16a306e1ffa"", ""original_key"": ""95ca8851-b5b4-4a73-98fe-b16a306e1ffa"", ""score"": 81.6, ""building_name"": ""Western Plaza"", ""address"": ""3 Sun On Street"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""95ca8851-b5b4-4a73-98fe-b16a306e1ffa"", ""buildingNameEn"": ""Western Plaza"", ""address"": ""3 Sun On Street"", ""developers"": NaN, ""opDateDisplayName"": ""1988 Year"", ""floorDisplayName"": ""24 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 1}}}",,95ca8851-b5b4-4a73-98fe-b16a306e1ffa,,95ca8851-b5b4-4a73-98fe-b16a306e1ffa
midland,B000021001,B000021001,Kwong Kin Trade Centre,kwong kin trade center,5 Kin Fat Street,,,,MD_B000021001,"{""centanet"": {""id"": ""de059081-1e40-458f-8332-4b7d0d50a6d7"", ""original_key"": ""de059081-1e40-458f-8332-4b7d0d50a6d7"", ""score"": 90.0, ""building_name"": ""Kwong Kin Trade Centre"", ""address"": ""5 Kin Fat Street"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""de059081-1e40-458f-8332-4b7d0d50a6d7"", ""buildingNameEn"": ""Kwong Kin Trade Centre"", ""address"": ""5 Kin Fat Street"", ""developers"": NaN, ""opDateDisplayName"": ""1994 Year"", ""floorDisplayName"": ""29 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 3, ""rentCount"": 2, ""transCount"": 9}}}",,de059081-1e40-458f-8332-4b7d0d50a6d7,,de059081-1e40-458f-8332-4b7d0d50a6d7
midland,B000022006,B000022006,My Loft,my loft,9 Hoi Wing Road,,,,MD_B000022006,{},,,,
midland,B000022051,B000022051,Nan Fung Industrial City Block 1,nan fung industrial city block 1,18 Tin Hau Road,,,,MD_B000022051,"{""centanet"": {""id"": ""a71e3f28-f5b1-4c4c-a49c-b18345db8a5a"", ""original_key"": ""a71e3f28-f5b1-4c4c-a49c-b18345db8a5a"", ""score"": 90.0, ""building_name"": ""Nan Fung Industrial City Block 1"", ""address"": ""18 Tin Hau Road"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""a71e3f28-f5b1-4c4c-a49c-b18345db8a5a"", ""buildingNameEn"": ""Nan Fung Industrial City Block 1"", ""address"": ""18 Tin Hau Road"", ""developers"": ""Nan Fung Development Limited"", ""opDateDisplayName"": ""1989 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 2, ""rentCount"": 0, ""transCount"": 5}}}",,a71e3f28-f5b1-4c4c-a49c-b18345db8a5a,,a71e3f28-f5b1-4c4c-a49c-b18345db8a5a
midland,B000059622,B000059622,Nan Fung Industrial City Block 2,nan fung industrial city block 2,18 Tin Hau Road,,,,MD_B000059622,"{""centanet"": {""id"": ""29764feb-5040-4059-a7ee-53ff26011094"", ""original_key"": ""29764feb-5040-4059-a7ee-53ff26011094"", ""score"": 90.0, ""building_name"": ""Nan Fung Industrial City Block 2"", ""address"": ""18 Tin Hau Road"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""29764feb-5040-4059-a7ee-53ff26011094"", ""buildingNameEn"": ""Nan Fung Industrial City Block 2"", ""address"": ""18 Tin Hau Road"", ""developers"": ""Nan Fung Development Limited"", ""opDateDisplayName"": ""1989 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 5, ""rentCount"": 2, ""transCount"": 5}}}",,29764feb-5040-4059-a7ee-53ff26011094,,29764feb-5040-4059-a7ee-53ff26011094
midland,B000059623,B000059623,Nan Fung Industrial City Block 3,nan fung industrial city block 3,18 Tin Hau Road,,,,MD_B000059623,"{""centanet"": {""id"": ""f7f6431d-fc2c-438d-bbd3-fb52d4e55466"", ""original_key"": ""f7f6431d-fc2c-438d-bbd3-fb52d4e55466"", ""score"": 90.0, ""building_name"": ""Nan Fung Industrial City Block 3"", ""address"": ""18 Tin Hau Road"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""f7f6431d-fc2c-438d-bbd3-fb52d4e55466"", ""buildingNameEn"": ""Nan Fung Industrial City Block 3"", ""address"": ""18 Tin Hau Road"", ""developers"": ""Nan Fung Development Limited"", ""opDateDisplayName"": ""1989 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 1, ""rentCount"": 0, ""transCount"": 4}}}",,f7f6431d-fc2c-438d-bbd3-fb52d4e55466,,f7f6431d-fc2c-438d-bbd3-fb52d4e55466
midland,B000059624,B000059624,Nan Fung Industrial City Block 4,nan fung industrial city block 4,18 Tin Hau Road,,,,MD_B000059624,"{""centanet"": {""id"": ""d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0"", ""original_key"": ""d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0"", ""score"": 90.0, ""building_name"": ""Nan Fung Industrial City Block 4"", ""address"": ""18 Tin Hau Road"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0"", ""buildingNameEn"": ""Nan Fung Industrial City Block 4"", ""address"": ""18 Tin Hau Road"", ""developers"": ""Nan Fung Development Limited"", ""opDateDisplayName"": ""1989 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 2, ""rentCount"": 1, ""transCount"": 7}}}",,d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0,,d6edd6d3-37d1-4e44-bbca-cbdb5e6e8fb0
midland,B000059625,B000059625,Nan Fung Industrial City Block 5,nan fung industrial city block 5,18 Tin Hau Road,,,,MD_B000059625,"{""centanet"": {""id"": ""36f5fddf-4f5f-41d1-a4d9-d5ddee622617"", ""original_key"": ""36f5fddf-4f5f-41d1-a4d9-d5ddee622617"", ""score"": 90.0, ""building_name"": ""Nan Fung Industrial City Block 5"", ""address"": ""18 Tin Hau Road"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""36f5fddf-4f5f-41d1-a4d9-d5ddee622617"", ""buildingNameEn"": ""Nan Fung Industrial City Block 5"", ""address"": ""18 Tin Hau Road"", ""developers"": ""Nan Fung Development Limited"", ""opDateDisplayName"": ""1989 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 1, ""rentCount"": 4, ""transCount"": 2}}}",,36f5fddf-4f5f-41d1-a4d9-d5ddee622617,,36f5fddf-4f5f-41d1-a4d9-d5ddee622617
midland,B000018364,B000018364,Nan Fung Industrial City Central Services Building,nan fung industrial city central services building,18 Tin Hau Road,,,,MD_B000018364,{},,,,
midland,B000023725,B000023725,Tai Hing Industrial Building,tai hing industrial building,3 Tsing Yeung Circuit,,,,MD_B000023725,{},,,,
midland,B000023847,B000023847,Tak Lee Industrial Centre Block A,tak lee industrial center block a,8 Tsing Yeung Circuit,,,,MD_B000023847,"{""centanet"": {""id"": ""23e6527b-ad10-4a36-82b2-78918d3d9102"", ""original_key"": ""23e6527b-ad10-4a36-82b2-78918d3d9102"", ""score"": 90.0, ""building_name"": ""Tak Lee Industrial Centre A"", ""address"": ""8 Tsing Yeung Circuit"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""23e6527b-ad10-4a36-82b2-78918d3d9102"", ""buildingNameEn"": ""Tak Lee Industrial Centre A"", ""address"": ""8 Tsing Yeung Circuit"", ""developers"": NaN, ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""19 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 4, ""rentCount"": 1, ""transCount"": 12}}}",,23e6527b-ad10-4a36-82b2-78918d3d9102,,23e6527b-ad10-4a36-82b2-78918d3d9102
midland,B000059654,B000059654,Tak Lee Industrial Centre Block B,tak lee industrial center block b,8 Tsing Yeung Circuit,,,,MD_B000059654,"{""centanet"": {""id"": ""1d2f179e-831b-4484-89bf-dbb29f157af7"", ""original_key"": ""1d2f179e-831b-4484-89bf-dbb29f157af7"", ""score"": 90.0, ""building_name"": ""Tak Lee Industrial Centre B"", ""address"": ""8 Tsing Yeung Circuit"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""1d2f179e-831b-4484-89bf-dbb29f157af7"", ""buildingNameEn"": ""Tak Lee Industrial Centre B"", ""address"": ""8 Tsing Yeung Circuit"", ""developers"": NaN, ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""19 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 7, ""rentCount"": 3, ""transCount"": 5}}}",,1d2f179e-831b-4484-89bf-dbb29f157af7,,1d2f179e-831b-4484-89bf-dbb29f157af7
midland,B000018069,B000018069,Yick Fung Group Building,yick fung group building,1 Kin Fat Lane,,,,MD_B000018069,"{""centanet"": {""id"": ""8171f5a2-5d52-4c7b-9413-cab83efd464b"", ""original_key"": ""8171f5a2-5d52-4c7b-9413-cab83efd464b"", ""score"": 90.0, ""building_name"": ""Yick Fung Group Building"", ""address"": ""1 Kin Fat Lane"", ""original_record"": {""queriedDistrict"": ""Tuen Mun"", ""queriedCode"": ""WS039"", ""propertyID"": ""8171f5a2-5d52-4c7b-9413-cab83efd464b"", ""buildingNameEn"": ""Yick Fung Group Building"", ""address"": ""1 Kin Fat Lane"", ""developers"": NaN, ""opDateDisplayName"": ""1978 Year"", ""floorDisplayName"": ""12 Floor(s)"", ""districtNameEn"": ""Tuen Mun"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 0}}}",,8171f5a2-5d52-4c7b-9413-cab83efd464b,,8171f5a2-5d52-4c7b-9413-cab83efd464b
midland,B000021103,B000021103,Lai Sun Yuen Long Centre,lai sun yuen long center,21-35 Wang Yip Street East,,,,MD_B000021103,"{""centanet"": {""id"": ""8d5b44af-d6ea-4279-a754-4e633a4a2f06"", ""original_key"": ""8d5b44af-d6ea-4279-a754-4e633a4a2f06"", ""score"": 78.0, ""building_name"": ""Lai Sun Yuen Long Centre"", ""address"": ""27 Wang Yip Street East"", ""original_record"": {""queriedDistrict"": ""Yuen Long"", ""queriedCode"": ""WS038"", ""propertyID"": ""8d5b44af-d6ea-4279-a754-4e633a4a2f06"", ""buildingNameEn"": ""Lai Sun Yuen Long Centre"", ""address"": ""27 Wang Yip Street East"", ""developers"": NaN, ""opDateDisplayName"": ""1986 Year"", ""floorDisplayName"": ""10 Floor(s)"", ""districtNameEn"": ""Yuen Long"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 9, ""transCount"": 8}}}",,8d5b44af-d6ea-4279-a754-4e633a4a2f06,,8d5b44af-d6ea-4279-a754-4e633a4a2f06
midland,B000024773,B000024773,Wang Yip Centre,wang yip center,18 Wang Yip Street East,,,,MD_B000024773,"{""centanet"": {""id"": ""6a7abf08-2b92-481e-b052-51075f85e41a"", ""original_key"": ""6a7abf08-2b92-481e-b052-51075f85e41a"", ""score"": 90.0, ""building_name"": ""Wang Yip Centre"", ""address"": ""18 Wang Yip Street East"", ""original_record"": {""queriedDistrict"": ""Yuen Long"", ""queriedCode"": ""WS038"", ""propertyID"": ""6a7abf08-2b92-481e-b052-51075f85e41a"", ""buildingNameEn"": ""Wang Yip Centre"", ""address"": ""18 Wang Yip Street East"", ""developers"": ""Wah Ha Realty Company Limited"", ""opDateDisplayName"": ""1992 Year"", ""floorDisplayName"": ""8 Floor(s)"", ""districtNameEn"": ""Yuen Long"", ""zoneEn"": ""New Territories"", ""sellCount"": 1, ""rentCount"": 1, ""transCount"": 4}}}",,6a7abf08-2b92-481e-b052-51075f85e41a,,6a7abf08-2b92-481e-b052-51075f85e41a
midland,B000059804,B000059804,Yuen Long Hi-tech Centre,yuen long hi tech center,11 Wang Yip Street West,,,,MD_B000059804,{},,,,
midland,B000025548,B000025548,Yuen Long Trade Centre,yuen long trade center,33 Wang Yip Street West,,,,MD_B000025548,"{""centanet"": {""id"": ""cd5d8415-1f62-47b0-898d-596fa652a8ba"", ""original_key"": ""cd5d8415-1f62-47b0-898d-596fa652a8ba"", ""score"": 84.6, ""building_name"": ""Yuen Long Trading Centre"", ""address"": ""33 Wang Yip Street West"", ""original_record"": {""queriedDistrict"": ""Yuen Long"", ""queriedCode"": ""WS038"", ""propertyID"": ""cd5d8415-1f62-47b0-898d-596fa652a8ba"", ""buildingNameEn"": ""Yuen Long Trading Centre"", ""address"": ""33 Wang Yip Street West"", ""developers"": ""Aik San Realty Limited"", ""opDateDisplayName"": ""1995 Year"", ""floorDisplayName"": ""18 Floor(s)"", ""districtNameEn"": ""Yuen Long"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 0}}}",,cd5d8415-1f62-47b0-898d-596fa652a8ba,,cd5d8415-1f62-47b0-898d-596fa652a8ba
midland,B000095107,B000095107,Hi-speed Centre 1,hi speed center 1,18 On Chuen Street,,,,MD_B000095107,{},,,,
midland,B000059754,B000059754,Hi-tech Centre,hi tech center,9 Choi Yuen Road,,,,MD_B000059754,{},,,,
midland,B000059462,B000059462,Jumbo Plaza,jumbo plaza,6 Choi Fai Street,,,,MD_B000059462,"{""centanet"": {""id"": ""1af077ba-5e35-4f3b-99c8-05320d9e431c"", ""original_key"": ""1af077ba-5e35-4f3b-99c8-05320d9e431c"", ""score"": 90.0, ""building_name"": ""Jumbo Plaza"", ""address"": ""6 Choi Fai Street"", ""original_record"": {""queriedDistrict"": ""Sheung Shui"", ""queriedCode"": ""WS051"", ""propertyID"": ""1af077ba-5e35-4f3b-99c8-05320d9e431c"", ""buildingNameEn"": ""Jumbo Plaza"", ""address"": ""6 Choi Fai Street"", ""developers"": ""E. Wah Realty Limited"", ""opDateDisplayName"": ""1997 Year"", ""floorDisplayName"": ""2 Floor(s)"", ""districtNameEn"": ""Sheung Shui"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 1}}}",,1af077ba-5e35-4f3b-99c8-05320d9e431c,,1af077ba-5e35-4f3b-99c8-05320d9e431c
midland,B000059816,B000059816,Kerry Warehouse (sheung Shui),kerry warehouse sheung shui,2 San Po Street,,,,MD_B000059816,{},,,,
midland,B000023760,B000023760,Tai Ping Industrial Centre Block 1,tai ping industrial center block 1,57 Ting Kok Rd,,,,MD_B000023760,"{""centanet"": {""id"": ""c7ee185d-f7d2-4dab-8655-65fc3cd4b667"", ""original_key"": ""c7ee185d-f7d2-4dab-8655-65fc3cd4b667"", ""score"": 90.0, ""building_name"": ""Tai Ping Industrial Centre Block 1"", ""address"": ""57 Ting Kok Road"", ""original_record"": {""queriedDistrict"": ""Tai Po"", ""queriedCode"": ""WS034"", ""propertyID"": ""c7ee185d-f7d2-4dab-8655-65fc3cd4b667"", ""buildingNameEn"": ""Tai Ping Industrial Centre Block 1"", ""address"": ""57 Ting Kok Road"", ""developers"": ""Cheung Kong (Holdings) Limited"", ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""26 Floor(s)"", ""districtNameEn"": ""Tai Po"", ""zoneEn"": ""New Territories"", ""sellCount"": 7, ""rentCount"": 8, ""transCount"": 12}}}",,c7ee185d-f7d2-4dab-8655-65fc3cd4b667,,c7ee185d-f7d2-4dab-8655-65fc3cd4b667
midland,B000059686,B000059686,Tai Ping Industrial Centre Block 2,tai ping industrial center block 2,55 Ting Kok Road,,,,MD_B000059686,"{""centanet"": {""id"": ""0ff71104-94f4-4cf7-835a-17bde48d2106"", ""original_key"": ""0ff71104-94f4-4cf7-835a-17bde48d2106"", ""score"": 90.0, ""building_name"": ""Tai Ping Industrial Centre Block 2"", ""address"": ""55 Ting Kok Road"", ""original_record"": {""queriedDistrict"": ""Tai Po"", ""queriedCode"": ""WS034"", ""propertyID"": ""0ff71104-94f4-4cf7-835a-17bde48d2106"", ""buildingNameEn"": ""Tai Ping Industrial Centre Block 2"", ""address"": ""55 Ting Kok Road"", ""developers"": ""Cheung Kong (Holdings) Limited"", ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""17 Floor(s)"", ""districtNameEn"": ""Tai Po"", ""zoneEn"": ""New Territories"", ""sellCount"": 1, ""rentCount"": 3, ""transCount"": 2}}}",,0ff71104-94f4-4cf7-835a-17bde48d2106,,0ff71104-94f4-4cf7-835a-17bde48d2106
midland,B000059687,B000059687,Tai Ping Industrial Centre Block 3,tai ping industrial center block 3,53 Ting Kok Road,,,,MD_B000059687,"{""centanet"": {""id"": ""e39c6960-c8df-4633-b0cc-545374482d12"", ""original_key"": ""e39c6960-c8df-4633-b0cc-545374482d12"", ""score"": 90.0, ""building_name"": ""Tai Ping Industrial Centre Block 3"", ""address"": ""53 Ting Kok Road"", ""original_record"": {""queriedDistrict"": ""Tai Po"", ""queriedCode"": ""WS034"", ""propertyID"": ""e39c6960-c8df-4633-b0cc-545374482d12"", ""buildingNameEn"": ""Tai Ping Industrial Centre Block 3"", ""address"": ""53 Ting Kok Road"", ""developers"": ""Cheung Kong (Holdings) Limited"", ""opDateDisplayName"": ""1983 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tai Po"", ""zoneEn"": ""New Territories"", ""sellCount"": 6, ""rentCount"": 1, ""transCount"": 5}}}",,e39c6960-c8df-4633-b0cc-545374482d12,,e39c6960-c8df-4633-b0cc-545374482d12
midland,B000059688,B000059688,Tai Ping Industrial Centre Block 4,tai ping industrial center block 4,51a Ting Kok Road,,,,MD_B000059688,"{""centanet"": {""id"": ""d53fc6c1-204a-4b4f-b535-990c8bf46774"", ""original_key"": ""d53fc6c1-204a-4b4f-b535-990c8bf46774"", ""score"": 89.4, ""building_name"": ""Tai Ping Industrial Centre Block 4"", ""address"": ""51 Ting Kok Road"", ""original_record"": {""queriedDistrict"": ""Tai Po"", ""queriedCode"": ""WS034"", ""propertyID"": ""d53fc6c1-204a-4b4f-b535-990c8bf46774"", ""buildingNameEn"": ""Tai Ping Industrial Centre Block 4"", ""address"": ""51 Ting Kok Road"", ""developers"": ""Cheung Kong (Holdings) Limited"", ""opDateDisplayName"": ""1991 Year"", ""floorDisplayName"": ""15 Floor(s)"", ""districtNameEn"": ""Tai Po"", ""zoneEn"": ""New Territories"", ""sellCount"": 20, ""rentCount"": 2, ""transCount"": 5}}}",,d53fc6c1-204a-4b4f-b535-990c8bf46774,,d53fc6c1-204a-4b4f-b535-990c8bf46774
midland,B000023761,B000023761,Tai Ping Industrial Park block A,tai ping industrial park block a,51 Ting Kok Road,,,,MD_B000023761,"{""centanet"": {""id"": ""b08df4dd-3e13-442a-9ff9-45741b7a051b"", ""original_key"": ""b08df4dd-3e13-442a-9ff9-45741b7a051b"", ""score"": 90.0, ""building_name"": ""Tai Ping Industrial Park"", ""address"": ""51 Ting Kok Road"", ""original_record"": {""queriedDistrict"": ""Tai Po"", ""queriedCode"": ""WS034"", ""propertyID"": ""b08df4dd-3e13-442a-9ff9-45741b7a051b"", ""buildingNameEn"": ""Tai Ping Industrial Park"", ""address"": ""51 Ting Kok Road"", ""developers"": ""Cheung Kong (Holdings) Limited"", ""opDateDisplayName"": ""1977 Year"", ""floorDisplayName"": ""11 Floor(s)"", ""districtNameEn"": ""Tai Po"", ""zoneEn"": ""New Territories"", ""sellCount"": 0, ""rentCount"": 2, ""transCount"": 0}}}",,b08df4dd-3e13-442a-9ff9-45741b7a051b,,b08df4dd-3e13-442a-9ff9-45741b7a051b
midland,B000059689,B000059689,Tai Ping Industrial Park Block B,tai ping industrial park block b,51 Ting Kok Road,,,,MD_B000059689,{},,,,
midland,B000054903,B000054903,Cct Telecom Building,cct telecom building,11-19 Wo Shing Street,,,,MD_B000054903,"{""centanet"": {""id"": ""e17a9636-27ea-4400-87fe-1e658006c95f"", ""original_key"": ""e17a9636-27ea-4400-87fe-1e658006c95f"", ""score"": 88.4, ""building_name"": ""CCT Telecom Building"", ""address"": ""11 Wo Shing Street"", ""original_record"": {""queriedDistrict"": ""Sha Tin"", ""queriedCode"": ""WS035"", ""propertyID"": ""e17a9636-27ea-4400-87fe-1e658006c95f"", ""buildingNameEn"": ""CCT Telecom Building"", ""address"": ""11 Wo Shing Street"", ""developers"": ""Lea Tai Property Development Limited"", ""opDateDisplayName"": ""1996 Year"", ""floorDisplayName"": ""22 Floor(s)"", ""districtNameEn"": ""Sha Tin"", ""zoneEn"": ""New Territories"", ""sellCount"": 9, ""rentCount"": 4, ""transCount"": 15}}}",,e17a9636-27ea-4400-87fe-1e658006c95f,,e17a9636-27ea-4400-87fe-1e658006c95f
midland,B000018375,B000018375,Century Industrial Centre,century industrial center,33-35 Au Pui Wan Street,,,,MD_B000018375,"{""centanet"": {""id"": ""56791812-397e-4d3b-9b0c-78529c9af09e"", ""original_key"": ""56791812-397e-4d3b-9b0c-78529c9af09e"", ""score"": 90.0, ""building_name"": ""Century Industrial Centre"", ""address"": ""33-35 Au Pui Wan Street"", ""original_record"": {""queriedDistrict"": ""Sha Tin"", ""queriedCode"": ""WS035"", ""propertyID"": ""56791812-397e-4d3b-9b0c-78529c9af09e"", ""buildingNameEn"": ""Century Industrial Centre"", ""address"": ""33-35 Au Pui Wan Street"", ""developers"": ""Aik San Realty Limited"", ""opDateDisplayName"": ""1981 Year"", ""floorDisplayName"": ""18 Floor(s)"", ""districtNameEn"": ""Sha Tin"", ""zoneEn"": ""New Territories"", ""sellCount"": 12, ""rentCount"": 9, ""transCount"": 7}}}",,56791812-397e-4d3b-9b0c-78529c9af09e,,56791812-397e-4d3b-9b0c-78529c9af09e
midland,B000019055,B000019055,Ever Gain Centre,ever gain center,28 On Muk Street,,,,MD_B000019055,{},,,,
midland,B000019132,B000019132,Fo Tan Industrial Centre,fo tan industrial center,26-28 Au Pui Wan Street,,,,MD_B000019132,"{""centanet"": {""id"": ""8dd4b945-6f74-44d6-b3b3-f80a07cca500"", ""original_key"": ""8dd4b945-6f74-44d6-b3b3-f80a07cca500"", ""score"": 90.0, ""building_name"": ""Fo Tan Industrial Centre"", ""address"": ""26-28 Au Pui Wan Street"", ""original_record"": {""queriedDistrict"": ""Sha Tin"", ""queriedCode"": ""WS035"", ""propertyID"": ""8dd4b945-6f74-44d6-b3b3-f80a07cca500"", ""buildingNameEn"": ""Fo Tan Industrial Centre"", ""address"": ""26-28 Au Pui Wan Street"", ""developers"": ""Cheung Kong (Holdings) Limited"", ""opDateDisplayName"": ""1985 Year"", ""floorDisplayName"": ""18 Floor(s)"", ""districtNameEn"": ""Sha Tin"", ""zoneEn"": ""New Territories"", ""sellCount"": 11, ""rentCount"": 1, ""transCount"": 22}}}",,8dd4b945-6f74-44d6-b3b3-f80a07cca500,,8dd4b945-6f74-44d6-b3b3-f80a07cca500
