Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code,Scraped Estate Name,Occupation Permit,Scraped Blocks,Scraped Units,School Net Info,Estate Detailed Address,Developer
Wah On Court,292 Ma Tau Wai Road,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-On-Court/2-EKGAGPAXPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
14 Maidstone Road,14 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/14-Maidstone-Road/2-EKGBWPKOPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
45 Tin Kwong Road,45 Tin Kwong Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/45-Tin-Kwong-Road/2-EKGDGPBSPG,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
113 Kau Pui Lung Road,113 Kau Pui Lung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/113-Kau-Pui-Lung-Road/2-EKGDWPPYPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
368 Ma Tau Wai Road,368 Ma Tau Wai Road,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/368-Ma-Tau-Wai-Road/2-EKGEPPKOPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
16 Maidstone Road,16 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/16-Maidstone-Road/2-EKGGWPKJPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
346 Ma Tau Wai Road,346 Ma Tau Wai Road,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/346-Ma-Tau-Wai-Road/2-EKGPWPAXPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Sam Tak Yuen,20-26 Shing Tak Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Sam-Tak-Yuen/2-EKGSGPDVPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
67 Maidstone Road,67 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/67-Maidstone-Road/2-EKGWGPKYPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
4 Ma Tau Kok Road,4 Ma Tau Kok Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Ma-Tau-Kok-Road/2-EKGWPPAOPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
43 Tin Kwong Road,43 Tin Kwong Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/43-Tin-Kwong-Road/2-EKKDGPBAPG,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
350 Ma Tau Wai Road,350 Ma Tau Wai Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/350-Ma-Tau-Wai-Road/2-EKKEWPARPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
458 Ma Tau Wai Road,458 Ma Tau Wai Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/458-Ma-Tau-Wai-Road/2-EKKPBPKXPG,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
56 Ma Tau Chung Road,56 Ma Tau Chung Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/56-Ma-Tau-Chung-Road/2-EKKPGPEXPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
117 Kau Pui Lung Road,117 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/117-Kau-Pui-Lung-Road/2-EKKPPPSAPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Fu Yu Court,121 Kau Pui Lung Road,1,36,--,--,--,--,--,https://hk.centanet.com/estate/en/Fu-Yu-Court/2-EKKSPPSHPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
54 Ma Tau Chung Road,54 Ma Tau Chung Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/54-Ma-Tau-Chung-Road/2-EKKWBPEVPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
22 Maidstone Road,22 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/22-Maidstone-Road/2-EKKWWPKEPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Lucky Mansion,360 Ma Tau Wai Road,1,56,--,--,--,--,--,https://hk.centanet.com/estate/en/Lucky-Mansion/2-EKKYWPAYPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
20 Maidstone Road,20 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/20-Maidstone-Road/2-EKKYWPKSPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
103 Kau Pui Lung Road,103 Kau Pui Lung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/103-Kau-Pui-Lung-Road/2-EKPAWPPXPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Kiu Wing Building,36 Ma Tau Chung Road,1,59,--,--,--,--,--,https://hk.centanet.com/estate/en/Kiu-Wing-Building/2-EKPEBPEHPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
101 Kau Pui Lung Road,101 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/101-Kau-Pui-Lung-Road/2-EKPEWPPVPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
32 Maidstone Road,32 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/32-Maidstone-Road/2-EKPKPPBRPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Delight Court,418 Ma Tau Wai Road,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/Delight-Court/2-EKPPWPPEPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
City 151,141-151A Kau Pui Lung Road,1,71,--,--,--,--,--,https://hk.centanet.com/estate/en/City-151/2-EKPPWWPJWS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
462 Ma Tau Wai Road,462 Ma Tau Wai Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/462-Ma-Tau-Wai-Road/2-EKPSBPKXPG,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
282A Ma Tau Wai Road,282A Ma Tau Wai Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/282A-Ma-Tau-Wai-Road/2-EKPYBPAYPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
30 Maidstone Road,30 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/30-Maidstone-Road/2-EKSAPPBHPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
282 Ma Tau Wai Road,282 Ma Tau Wai Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/282-Ma-Tau-Wai-Road/2-EKSDBPAJPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
356 Ma Tau Wai Road,356 Ma Tau Wai Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/356-Ma-Tau-Wai-Road/2-EKSDWPAEPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
On Chun Mansion,280A Ma Tau Wai Road,1,56,--,--,--,--,--,https://hk.centanet.com/estate/en/On-Chun-Mansion/2-EKSGBPAOPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Ocean Mansion,372 Ma Tau Wai Road,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/Ocean-Mansion/2-EKSKPPKXPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
25 Maidstone Road,25 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/25-Maidstone-Road/2-EKSPBPKJPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
456 Ma Tau Wai Road,456 Ma Tau Wai Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/456-Ma-Tau-Wai-Road/2-EKSPBPKXPG,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
99 Kau Pui Lung Road,99 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/99-Kau-Pui-Lung-Road/2-EKSSWPPAPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
82 Maidstone Road,82 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/82-Maidstone-Road/2-EKSYPPBAPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
105 Kau Pui Lung Road,105 Kau Pui Lung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/105-Kau-Pui-Lung-Road/2-EKWAWPPHPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
59 Maidstone Road,59 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/59-Maidstone-Road/2-EKWBGPKHPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
40 Maidstone Road,40 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/40-Maidstone-Road/2-EKWBPPBJPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Shing Tak Building,12-18 Shing Tak Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Shing-Tak-Building/2-EKWDBPDYPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
39 Tin Kwong Road,39 Tin Kwong Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/39-Tin-Kwong-Road/2-EKWGGPBRPG,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
38 Maidstone Road,38 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/38-Maidstone-Road/2-EKWKPPBOPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
284A Ma Tau Wai Road,284A Ma Tau Wai Road,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/284A-Ma-Tau-Wai-Road/2-EKWWBPAEPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
284 Ma Tau Wai Road,284 Ma Tau Wai Road,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/284-Ma-Tau-Wai-Road/2-EKWYBPASPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
2 Ma Tau Kok Road,2 Ma Tau Kok Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/2-Ma-Tau-Kok-Road/2-EKYDPPAHPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Maxim Mansion,46 Maidstone Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Maxim-Mansion/2-EKYDPPBEPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
61 Maidstone Road,61 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/61-Maidstone-Road/2-EKYGGPKRPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
42 Maidstone Road,42 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/42-Maidstone-Road/2-EKYGPPBYPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
107 Kau Pui Lung Road,107 Kau Pui Lung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/107-Kau-Pui-Lung-Road/2-EKYKWPPRPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
286 Ma Tau Wai Road,286 Ma Tau Wai Road,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/286-Ma-Tau-Wai-Road/2-EKYPGPAAPS,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Harmony Co-Operative Building Society,12 Tin Kwong Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Harmony-Co-Operative-Building-Society/2-MDZTIHLOHZ,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
75 Maidstone Road,75 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/75-Maidstone-Road/2-MZDDIHZVHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
98 Maidstone Road,98 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/98-Maidstone-Road/2-MZDDTHNRHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
165 Kau Pui Lung Road,165 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/165-Kau-Pui-Lung-Road/2-MZDNTHTJHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
77 Maidstone Road,77 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/77-Maidstone-Road/2-MZDZIHZXHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
163 Kau Pui Lung Road,163 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/163-Kau-Pui-Lung-Road/2-MZDZTHTOHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
103 Maidstone Road,103 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/103-Maidstone-Road/2-MZHIIHZOHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
106 Maidstone Road,106 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/106-Maidstone-Road/2-MZHITHNSHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
173 Kau Pui Lung Road,173 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/173-Kau-Pui-Lung-Road/2-MZHLTHTAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
105 Maidstone Road,105 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/105-Maidstone-Road/2-MZHSIHZJHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
181 Ma Tau Wai Road,181 Ma Tau Wai Road,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/181-Ma-Tau-Wai-Road/2-MZHSTHDRHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
108 Maidstone Road,108 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/108-Maidstone-Road/2-MZHSTHNEHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
410 Ma Tau Wai Road,410 Ma Tau Wai Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/410-Ma-Tau-Wai-Road/2-MZHTTHZRHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Maisy Building,8 Maidstone Lane,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/Maisy-Building/2-MZIHZHZSHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Maidshine Court,428 Ma Tau Wai Road,1,39,--,--,--,--,--,https://hk.centanet.com/estate/en/Maidshine-Court/2-MZILTHZAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Goldtone Court,422 Ma Tau Wai Road,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/Goldtone-Court/2-MZIXTHZXHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
183 Ma Tau Wai Road,183 Ma Tau Wai Road,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/183-Ma-Tau-Wai-Road/2-MZLLTHDJHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
175 Kau Pui Lung Road,175 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/175-Kau-Pui-Lung-Road/2-MZLLTHTVHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
107 Maidstone Road,107 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/107-Maidstone-Road/2-MZLSIHZYHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
110 Maidstone Road,110 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/110-Maidstone-Road/2-MZLSTHNAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Yan On Building,30 Ma Tau Chung Road,1,33,--,--,--,--,--,https://hk.centanet.com/estate/en/Yan-On-Building/2-MZMLZHMAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
99 Maidstone Road,99 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/99-Maidstone-Road/2-MZMNIHZHHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
102 Maidstone Road,102 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/102-Maidstone-Road/2-MZMNTHNJHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
21 Maidstone Road,21 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Maidstone-Road/2-MZMSZHZRHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
167 Kau Pui Lung Road,167 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/167-Kau-Pui-Lung-Road/2-MZMXTHTYHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
100 Maidstone Road,100 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/100-Maidstone-Road/2-MZMZTHNOHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
69 Maidstone Road,69 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/69-Maidstone-Road/2-MZNHIHZSHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Galaxy,92 Maidstone Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Galaxy/2-MZNHTHNVHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
452 Ma Tau Wai Road,452 Ma Tau Wai Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/452-Ma-Tau-Wai-Road/2-MZNLZHZXHX,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
159 Kau Pui Lung Road,159 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/159-Kau-Pui-Lung-Road/2-MZNMTHTHHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
51 Ma Tau Chung Road,51 Ma Tau Chung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/51-Ma-Tau-Chung-Road/2-MZNSTHMYHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
71 Maidstone Road,71 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/71-Maidstone-Road/2-MZNTIHZEHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Chung Hang Court,94-96 Maidstone Road,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/Chung-Hang-Court/2-MZNTTHNXHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Braemar Court,314-318 Ma Tau Wai Road,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Braemar-Court/2-MZSDIHDHHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
109 Maidstone Road,109 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/109-Maidstone-Road/2-MZSLIHZSHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
112 Maidstone Road,112 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/112-Maidstone-Road/2-MZSLTHNVHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
454 Ma Tau Wai Road,454 Ma Tau Wai Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/454-Ma-Tau-Wai-Road/2-MZSLZHZXHX,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Bee Sing Mansion,103A Ma Tau Chung Road,1,141,--,--,--,--,--,https://hk.centanet.com/estate/en/Bee-Sing-Mansion/2-MZSTZHMXHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Mega Building,1 Maidstone Road,1,72,--,--,--,--,--,https://hk.centanet.com/estate/en/Mega-Building/2-MZTDZHZAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
408 Ma Tau Wai Road,408 Ma Tau Wai Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/408-Ma-Tau-Wai-Road/2-MZTHTHZHHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
179 Ma Tau Wai Road,179 Ma Tau Wai Road,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/179-Ma-Tau-Wai-Road/2-MZTITHDHHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
169 Kau Pui Lung Road,169 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/169-Kau-Pui-Lung-Road/2-MZTITHTSHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
23 Maidstone Road,23 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/23-Maidstone-Road/2-MZTLZHZOHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
171 Kau Pui Lung Road,171 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/171-Kau-Pui-Lung-Road/2-MZTSTHTEHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
101 Maidstone Road,101 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/101-Maidstone-Road/2-MZTXIHZRHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
104 Maidstone Road,104 Maidstone Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/104-Maidstone-Road/2-MZTXTHNYHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
4A Ma Tau Kok Road,4A Ma Tau Kok Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4A-Ma-Tau-Kok-Road/2-MZXHTHDJHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
155 Kau Pui Lung Road,155 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/155-Kau-Pui-Lung-Road/2-MZXHTHTVHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
157 Kau Pui Lung Road,157 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/157-Kau-Pui-Lung-Road/2-MZXTTHTXHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
161 Kau Pui Lung Road,161 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/161-Kau-Pui-Lung-Road/2-MZZDTHTRHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Popular Court,58A Chi Kiang Street,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/Popular-Court/2-MZZIZHHHHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Kong (Kwong) Yiu Mansion,320-322 Ma Tau Wai Road,1,42,--,--,--,--,--,https://hk.centanet.com/estate/en/Kong-Kwong-Yiu-Mansion/2-MZZLIHDAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
53 Ma Tau Chung Road,53 Ma Tau Chung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/53-Ma-Tau-Chung-Road/2-MZZLTHMSHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
73 Maidstone Road,73 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/73-Maidstone-Road/2-MZZMIHZAHT,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
69 Ma Tau Chung Road,69 Ma Tau Chung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/69-Ma-Tau-Chung-Road/2-USCDURUJRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Fok On Court,100-108 Ma Tau Chung Road,1,33,--,--,--,--,--,https://hk.centanet.com/estate/en/Fok-On-Court/2-USCOFRURRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Chung Nam Mansion,68-88 Ma Tau Chung Road,1,174,--,--,--,--,--,https://hk.centanet.com/estate/en/Chung-Nam-Mansion/2-USCOQRVRRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
4 Kiang Su Street,4 Kiang Su Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Kiang-Su-Street/2-USCQQROJRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
181 Kau Pui Lung Road,181 Kau Pui Lung Road,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/181-Kau-Pui-Lung-Road/2-USCRUROXRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Kam Wah Building,111-127 Ma Tau Chung Road,1,112,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Wah-Building/2-USCUURQXRD,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
336 Ma Tau Wai Road,336 Ma Tau Wai Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/336-Ma-Tau-Wai-Road/2-USCVFRQYRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Amity House,8 Hop Yat Road,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Amity-House/2-USCVFRUSRD,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
67 Ma Tau Chung Road,67 Ma Tau Chung Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/67-Ma-Tau-Chung-Road/2-USCVURUORO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
344 Ma Tau Wai Road,344 Ma Tau Wai Road,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/344-Ma-Tau-Wai-Road/2-USDCFRQVRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
Wallsend House,9-11 Maidstone Lane,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Wallsend-House/2-USDDQRSERO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
12 Kiang Su Street,12 Kiang Su Street,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/12-Kiang-Su-Street/2-USDJQROARO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
117 Maidstone Road,117 Maidstone Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/117-Maidstone-Road/2-USDQFRSXRO,Kowloon,To Kwa Wan,Ma Tau Wai,HMA108,,,,,,,
